idx,RSI
1689,52.71
1690,56.43
1691,58.88
1692,57.04
1693,71.86
1694,69.01
1695,70.95
1696,71.92
1697,62.35
1698,63.92
1699,50.21
1700,54.09
1701,71.46
1702,61.81
1703,59.29
1704,52.7
1705,30.66
1706,61.52
1707,62.71
1708,77.17
1709,80.17
1710,81.77
1711,83.58
1712,84.36
1713,85.44
1714,91.35
1715,89.17
1716,88.75
1717,82.82
1718,81.92
1719,83.46
1720,82.39
1721,82.66
1722,81.21
1723,68.61
1724,70.92
1725,63.21
1726,67.24
1727,70.57
1728,62.52
1729,41.87
1730,44.25
1731,53.32
1732,58.52
1733,48.42
1734,57.14
1735,60.37
1736,56.14
1737,61.83
1738,68.55
1739,65.85
1740,50.28
1741,60.48
1742,46.75
1743,29.63
1744,21.54
1745,17.87
1746,26.65
1747,28.65
1748,25.37
1749,30.19
1750,24.57
1751,29.74
1752,34.05
1753,41.82
1754,59.13
1755,56.5
1756,59.91
1757,65.41
1758,55.03
1759,59.42
1760,65.42
1761,78.97
1762,81.65
1763,79.04
1764,48.36
1765,52.01
1766,49.54
1767,49.34
1768,42.39
1769,30.38
1770,22.81
1771,36.12
1772,40.84
1773,65.24
1774,54.98
1775,57.02
1776,57.02
1777,59.41
1778,60.4
1779,41.79
1780,31.9
1781,21.98
1782,12.62
1783,15.54
1784,13.92
1785,23.8
1786,23.13
1787,19.37
1788,24.46
1789,24.77
1790,24.6
1791,17.54
1792,25.71
1793,24.9
1794,21.08
1795,26.08
1796,30.53
1797,47.83
1798,53.52
1799,56.88
1800,44.94
1801,30.69
1802,43.54
1803,41.47
1804,46.6
1805,45.19
1806,43.68
1807,34.8
1808,39.87
1809,48.92
1810,65.41
1811,53.53
1812,51.83
1813,44.5
1814,53.05
1815,38.1
1816,43.24
1817,31.3
1818,29.43
1819,28.1
1820,42.53
1821,27.86
1822,24.71
1823,15.22
1824,39.75
1825,39.79
1826,50.06
1827,46.08
1828,39.92
1829,50.82
1830,50.66
1831,52.23
1832,68.55
1833,61.91
1834,61.91
1835,56.77
1836,60.23
1837,67.66
1838,66.76
1839,80.49
1840,80.53
1841,67.72
1842,64.22
1843,66.48
1844,66.85
1845,77.39
1846,54.24
1847,26.07
1848,23.69
1849,48.65
1850,49.27
1851,58.49
1852,63.51
1853,63.08
1854,61.14
1855,83.19
1856,88.33
1857,88.67
1858,83.44
1859,72.37
1860,76.79
1861,76.16
1862,81.32
1863,82.35
1864,61.85
1865,62.79
1866,60.92
1867,65.58
1868,72.64
1869,55.01
1870,63.83
1871,67.74
1872,59.15
1873,69.76
1874,49.85
1875,50.99
1876,35.39
1877,46.06
1878,52.54
1879,45.64
1880,49.92
1881,45.8
1882,46.68
1883,69.17
1884,74.9
1885,56.37
1886,48.72
1887,42.38
1888,29.67
1889,26.89
1890,40.31
1891,46.32
1892,40.07
1893,25.41
1894,47.76
1895,44.11
1896,37.46
1897,45.77
1898,50.57
1899,28.45
1900,23.16
1901,21.57
1902,31.76
1903,17.97
1904,21.66
1905,38.95
1906,34.28
1907,32.15
1908,38.75
1909,35.74
1910,38.56
1911,44.69
1912,53.9
1913,49.09
1914,37.03
1915,46.99
1916,51.74
1917,49.65
1918,63.06
1919,54.37
1920,49.09
1921,55.14
1922,58.22
1923,51.6
1924,46.83
1925,54.52
1926,67.54
1927,60.94
1928,75.11
1929,74.05
1930,72.41
1931,72.13
1932,82.9
1933,92.4
1934,75.51
1935,58.04
1936,61.03
1937,42.29
1938,43.86
1939,32.57
1940,32.52
1941,25.19
1942,27.36
1943,25.71
1944,25.89
1945,23.5
1946,17.77
1947,7.47
1948,8.63
1949,7.34
1950,6.61
1951,20.83
1952,23.88
1953,20.28
1954,25.73
1955,22.95
1956,38.5
1957,51.01
1958,43.11
1959,40.08
1960,37.78
1961,39.12
1962,44.58
1963,29.71
1964,45.57
1965,37.36
1966,23.23
1967,26.88
1968,23.9
1969,17.49
1970,15.68
1971,14.5
1972,22.35
1973,36.66
1974,31.84
1975,28.5
1976,39.2
1977,42.73
1978,51.85
1979,48.0
1980,48.24
1981,47.86
1982,26.33
1983,29.64
1984,57.75
1985,46.63
1986,53.62
1987,47.31
1988,56.71
1989,68.43
1990,56.16
1991,55.67
1992,64.04
1993,42.35
1994,40.03
1995,25.1
1996,38.01
1997,31.47
1998,26.18
1999,33.76
2000,32.51
2001,20.91
2002,31.51
2003,41.91
2004,46.68
2005,45.12
2006,42.92
2007,47.27
2008,48.1
2009,55.14
2010,67.16
2011,65.67
2012,60.45
2013,62.6
2014,48.98
2015,77.29
2016,65.16
2017,68.69
2018,71.6
2019,63.29
2020,51.55
2021,43.79
2022,40.63
2023,50.0
2024,36.13
2025,54.24
2026,54.7
2027,62.75
2028,65.46
2029,56.52
2030,65.77
2031,60.16
2032,54.52
2033,57.81
2034,39.37
2035,25.6
2036,29.14
2037,20.1
2038,36.12
2039,31.45
2040,34.79
2041,42.95
2042,45.25
2043,66.5
2044,56.76
2045,45.96
2046,61.47
2047,57.97
2048,62.91
2049,70.16
2050,74.03
2051,73.2
2052,50.33
2053,55.3
2054,69.58
2055,61.57
2056,43.77
2057,41.46
2058,32.98
2059,14.86
2060,11.96
2061,29.53
2062,29.26
2063,16.96
2064,17.03
2065,18.77
2066,17.47
2067,31.27
2068,28.06
2069,32.85
2070,16.62
2071,39.29
2072,48.36
2073,59.67
2074,69.02
2075,68.47
2076,69.64
2077,77.91
2078,77.0
2079,88.54
2080,87.24
2081,78.86
2082,72.12
2083,77.17
2084,76.66
2085,58.4
2086,56.61
2087,62.64
2088,69.29
2089,65.92
2090,69.91
2091,60.8
2092,56.47
2093,68.39
2094,79.02
2095,73.83
2096,68.86
2097,65.83
2098,62.35
2099,50.42
2100,64.56
2101,58.39
2102,52.31
2103,63.52
2104,66.12
2105,63.72
2106,59.15
2107,63.26
2108,84.55
2109,85.66
2110,89.08
2111,87.58
2112,58.19
2113,56.65
2114,65.52
2115,53.26
2116,31.93
2117,34.1
2118,20.9
2119,36.8
2120,38.06
2121,49.14
2122,41.91
2123,36.72
2124,57.41
2125,71.38
